Nama,User,Isi,Rating,Label
 Laguna Dodo ,Steffi M,Tempat ini jadi salah satu spot favorit di teluk Kiluan. Disini kita bisa berenang di lagoon yang hanya dibatasi karang dengan laut lepas. Berenang jadi makin asik dan nikmat. Pemandangan menuju Dodo Lagoon ini juga indah banget.. ,5,Positif
 Laguna Dodo ,Chairani,"Sebanding banget sama usaha yang ditempuh buat mencapai laguna dodo ini. harus trekking menanjak trus jalan di pinggiran batu karang yang sesekali terkena ombak. warna airnya jernih banget, dan banyak ikan2 kecil berenang di dalam laguna. jangan lupa bawa remah2 roti kalau mau main sama ikan ikan sambil berenang",4,Positif
 Laguna Dodo ,Tannisa2014,"Perjuangan dari Bandar Lampung menuju Teluk Kiluan masih harus dilanjutkan dengan perjuangan menuju Laguna. Akses jalan yang ""nggak banget"" ditebus dengan air yang jernih dan tenang. Bawalah bekal makanan & minuman karena perjalanan jauh & berenang membuat kita lapar.",4,Positif
 Laguna Dodo ,Dita311283,"Jika ke Teluk Kiluan tak lengkap rasanya kalo tidak ke laguna dodo,tempatnya bagus,laguna yang dipinggir pantai/laut,sambil berenang bisa langsung menyasikan hamparan laut/samudera yang luas,lebih dianjurkan datang saat musim panas,takut ombaknya besar,nanti keseret kalo berdiri dipinggirnya,dan warna air nya terlihat biru jernih kalo cuaca cerah. biaya masuk 3,harus trekking sekitar 1 jaman utnuk menuju ke laguna dodo, tapi rasa lelah itu terbayarkan dengan indahnya laguna dodo.",4,Positif
 Taman Nasional Way Kambas ,Hasan M,"Memilih naik gajah dengan paket Safari, cukup bayar 200rb sudah 1.5jam keliling taman nasional. Menikmati savana luas, masuk pinggir hutan, rawa - rawa dan naik gajah di habitat aslinyaa pengalaman yang luar biasa seruuuu. Harus di coba kalau yang ke Lampung, walaupun lumayan jauh 3 jam dari kita bandar lampung. Tapi sensasinyaa, haruss dan wajib di kunjungi",4,Positif
 Taman Nasional Way Kambas ,Alfalegro,"Tempatnya cukup jauh dari jalan Utama, Saya Sarankan untuk bawa kendaraan Sendiri, Kalau mau datang kesini dari bandar lampung bisa menggunakan bus Damri perintis dari Pool Damri Raja Basa Bandar lampung dengan Jadwal kebedangkatan Jam 8 Pagi dan Harga Tiket 30 Ribu Rupiah, nanti bus akan kembali lagi jam 2 atau setengah 3, perjalanan kesana cukup jauh, karena jalanan jelek butuh waktu 5 jam berangkat dan 5 jam kembali dari bandar lampung... di taman nasionalnya sayangnya gajahnya terlihat seperti di ekploitasi dengan luka di bagian kepala karena tongkat pawang semoga ini menjadi perhatian.Untuk informasi lebih lanjut objek wisata ini bisa intip dan subsribe channel youtube Alfalegro Jalan jalan",4,Negatif
 Taman Nasional Way Kambas ,Raden K,Sunguh indah tapi sayang jaln nya kurang lebar dan sedikit berlubang jika ada acara fistifal macet macet tapi tetep seru way kambas good,5,Positif
 Taman Nasional Way Kambas ,Andi L,"Wisata Hutan Yg Jauh dari Keramaian, cocok bagi sahabat yg suka Berexplorasi & Menghilangkan penat dari hiruk pikuk Kehidupan Kota, waykambas adalah Tempat Tinggal Kawanan Gajah, Disini kita bisa Melihat Gajah Mandi, Memberi makan Gajah, Menaikki Gajah & Menonton Aksi Atraksi Gajah.Kalau mau kesini Bawalah Perbekalan yg cukup, tikar, air minum. Sangat nikmat makan bersama dibawa pohonan.Jalan banyak Rusak & Fasum minim sekali, kebersihan kurang Terjaga, semoga lebih diperhatikan lagi oleh Pengelolah.",3,Positif
 Taman Nasional Way Kambas ,Vitria R,"Tempat yang sangat cocok untuk kalian yang hobi bertualang dan bersafari di alam liar. Anda yang terbiasa dengan hiruk - pikuk perkotaan, akan merasa tenang dan damai di area Taman Nasional ini. Sempatkan diri anda untuk ikut menjelajah masuk hutan dengan menunggangi gajah",4,Positif
 Taman Kupu-kupu Gita Persada ,Goiq,Koleksi kupu-kupu yang beragam di tempat yang sangat nyaman untuk berwisata. Kita bisa melihat proses perubahan kupu-kupu dari ulat hingga jadi kepompong dan kupu-kupu. Kita juga bisa bersantai di atas rumah pohon yang tersedia. ,4,Positif
 Taman Kupu-kupu Gita Persada ,Willy S,sangat-sangat kurang dalam hal teknologi mungkin lebih dibawa ke nature kali yah konsepnya. tapi jalan-jalan utama masih tanah gituh. dan minim bangunan. Akses kemari pun agak susah ditempuh. Kupu-kupunya pun sedikit dan tempat pembiakannya kurang luas. Tiket masuk 10rb per orang.,3,Negatif
 Taman Kupu-kupu Gita Persada ,louzie_fransisca,"Sudah sering lihat liputan tentang taman kupu-kupu ini, tapi sedikit kecewa karena ternyata tempat kupu2nya cukup kecil, dan saat berkunjung kupu2nya sedikit.kebetulan saat berkunjung bersamaan dengan fotografer2 (sepertinya lokal) lagi berkumpul foto2 kurang memperhatikan tempat, main injak2 saja rumput disekitarnya. dan bikin kurang nyaman pengunjung lainnya.",3,Negatif
 Taman Kupu-kupu Gita Persada ,Syarifah A,"Tempatnya bagus, masuk karcisnya 10rb per orang, hanya perjalanan ke taman kupu2 ini pas udah mau dekat rusak parah shg butuh waktu lbh lama u sampai.. Didlm bnyak lokasi u foto2, ada ayunan kayu, taman kupu2 yg dijaring, rumah pohon dll.. Asyik jg u liburan tp hrs pakai anti nyamuk, krn banyak nyamuk.. Tempat kurang kelihatan krn minim tanda penunjuk jln, tp krn kami slalu pakai aplikasi waze maka tidak sulit menemukannya",4,Positif
 Taman Kupu-kupu Gita Persada ,Hardiansah E,"Minggu kemarin rencananya pengen kesini, tapi bingung mesti lewat mana jalannya, buat iklan d koran atau tv lokal dong biar jelas alamatnya jd gk bikin bingung, krna kyknya sangaat menarik n tempat",5,Negatif
 Pantai Klara Lampung ,tien_tiena,"Saat kesempatan menjajaki Lampung terbentang (walaupun hanya dalam hitungan jam), maka diputuskan ke pantai dengan perjalanan 1,5 -2 jam dari Bandar Udara Rd. Inten II. Perjalanan lebih baik dilalui dengan mobil, mengingat tempat jalan cukup panjang dan berbatu. Pantai Klara yang kami lihat cukup menarik dengan pasir putihnya... tetapi kurang dikembangkan potensinya. Apalagi kondisi pantai kotor serta didak dilengkapi dengan fasilitas memadai sehingga bisa mengundang semakin banyak orang datang. Fasilitas toilet, pemandian bagi yang berenang di pantai, tempat sampah, dan penjual asongan resmi yang bisa memenuhi kebutuhan pelancong",3,Negatif
 Pantai Klara Lampung ,suhan1988,Salah satu destinasi yang di sukai para wisatawan lokal saat menjelang hari libur / weekend. Pantai yang tidak jauh dari kota bandar lampung ini sering ramai di kunjungi para keluarga saat hari pekan. Tempat yang sangat bagus untuk kumpul dengan keluarga n sahabat untuk menghabiskan waktu bersama. Sangat amat recomended...,4,Positif
 Pantai Klara Lampung ,mithybee,"Pasirnya tidak sebanyak di kuta bali namun anak-anak tetap masih bisa bermain pasir. Banyak pohon sehingga sejuk. Tidak ada arena bermain anak seperti perosotan dan ayunan. Biaya masuk hanya Rp 30.000 untuk 1 mobil (tidak menghitung orang), sewa pondok Rp 25.000. Kamar gantinya bersih, toilet sangat bersih untuk ukuran pantai indonesia, sayang tidak ada kunci pintunya. Sewa ban Rp 10.000.",5,Positif
 Pantai Klara Lampung ,Budi Y,Perlu penanganan dari pemda setempat..upaya utk mendongkrak wisata alam..terutama pantai..di wilayah lampung..perlu pengelolaan yg bagus..ayo dinas pariwisata jgn tidur..ada lahan duit menunggumu..,1,Negatif
 Pantai Klara Lampung ,Laut2015,"Pantai Klara di Bandar Lampung merupakan salah satu tempat wisata yang cukup bersih dan asri, pinggir pantainya di kelilingi oleh pohon pohon yang cukup rindang sehingga bisa berteduh di kala panas menyengat ditambah lagi dengan adanya saung saung sewaan yang dapat digunakan untuk berkumpul bersama keluarga. Pantai ini sangat cocok sekali buat keluarga yang membawa anak anak selain pasirnya yang halus ombaknya juga kecil sekali sehingga tidak ada kekawatiran untuk anak anak berenang sepuasnya. Sayangnya jalan menuju objek wisata ini kecil dan banyak berlobang sehingga akan terjadi kemacetan panjang sehingga akan memakan waktu yang lama untuk sampai di pantai Klara",4,Positif
 Pulau Tanjung Putus ,Kocepgacul,"Pengalaman yang tidak terlupakan menginap di pulau ini, pantainya bagus dengan pemandangan terumbu karang yang terawat. airnya jernih sehingga kita bisa melihat ikan-ikan yang sedang bermain diterumbu karang. fasilitas penginapannya juga sangat baik, ber AC, bersih sampe ke toiletnya. rekomended banget deh.",4,Positif
 Pulau Tanjung Putus ,Umi K,"Aku kesini baru sekali dan pengen kesana lagi, karena pulau nya sangat terjaga dan indah. Air nya jernih tidak terkonaminasi dengan sampah, banyak ikan dan terumbu karang nya dan memang masih terjaga banget. selain itu juga di pulau ini menyediakan cottage bagi yang ingin menginap dan menghabiskan malam disini. Dan saran kalau mau kesini enak nya pas lagi air surut jadi gak takut kalau mau mainan di lautnya. hehe",4,Positif
 Pulau Tanjung Putus ,merlia92,"Pantainya bagus, banyak ikan, terumbu karang terjaga, cottage nya bagus dan bersih AC, toilet bersih dan banyak, makanan kalo untuk yg menginap enak.",4,Positif
 Pulau Tanjung Putus ,Qaqa O,"Cobain main2 kesini, cari jadwal yang pas kalau kesini, karna sering terjadi pasang surut, spaya hasilnya memuaskan bawa kamera buat mengabadikan indahnya pulau disini.",3,Positif
 Pulau Tanjung Putus ,Pennie K,"kemarin pas waktu kesini, pantainya lagi surut. jadi kita bisa maen di tengah-tengah pantai tanpa takut air. pasirnya putih, airnya juga bening banget. jadi berasa kaya maen di infinity pool gitu. ",5,Positif
 Lampung Walk ,andriyaniedwindargo,"Tempat ini merupakan bangunan yang baru berdiri. Terletak di Jalan Urip Sumoharjo. Tidak terlalu jauh dari pusat kota. Saat kami berkunjung belum semua fasilitas tersedia. Saya dan keluarga memilih area water park. Harga tiket saat week day Rp. 30.000 karena masih promo. Katanya sih... kalo tidak promo Rp. 60.000 saat week end. Cukup menyenangkan bermain di area water park. Ada 3 kolam yg bisa di pakai. Untuk anak-anak yg masih kecil dan untuk anak remaja bisa pakai kolam yg di depan. Ada banyak permainannya. Air tumpah, air mancur ataupun seluncuran. Ada juga kolam arus. Saat kami berkunjung suasana tidak terlalu ramai. Mungkin juga karena sudah sore. Saya sempat berenang di kolam dewasa. Tempatnya terletak di area paling belakang. Kolamnya bersih dengan ketinggian 150 - 170 cm. Area sekitar kolam juga terjaga kebersihannya. Petugas berulang kali bolak balik menyapu dan membersihkan sampah yang terdapat di sekitar area kolam. Tempat bilas cukup banyak. Ada yg di dekat kolam juga. Tempat bilas yg di dalam pun privasinya cukup terjaga. Kita bisa nyaman berlama-lama di kamar mandi. Menurut saya tempat ini sangat bagus, kita bisa menikmati quality time bersama dengan keluarga. Semoga saja kebersihan di tempat ini bisa selalu terjaga sehingga setiap pengunjung hisa merasa nyaman ketika berada di sana. Di tempat ini juga menyediakan berbagai jenis makanan seperti roti dan pisang bakar serta aneka minuman. Namun saya belum sempat mencicipi karena sudah kesorean. Untuk water park tutup jam 6 sore. ",4,Netral
 Museum Lampung ,Daniel S,museum ini terletak di tengah kota. meskipun isi nya tidak terlalu lengkap. tetapi cukup untuk membuka wawasan akan budaya lampung.,3,Positif
 Museum Lampung ,alifahfawzia,"Terdapat koleksi unik yang dipamerkan, muali dari zaman pra sejarah hingga budaya Lampung. Lokasi sangat strategis di pusat kora",3,Positif
 Museum Lampung ,Mahatrywan,"Museum yang terletak di dekat terminal Rajabasa ini memberikan tiket masuk gratis kepada pengunjungnya. Dengan berkunjung ke museum ini kita dapat mengetahui tentang sejarah, budaya dari masyarat Lampung.",3,Positif
 Museum Lampung ,YayukSRY,"Pertamakali ke Museum Lampung cukup menggunggah kebanggaanku sebagai warga negara Indonesia. Betapa kaya warisan budaya negeri ini, dengan keanekaragaman dan keindahan yang melimpah. Letaknya di pinggir jalan raya, tidak jauh dari stasiun, namun masih perlu angkot lagi jika menggunakan kendaraan umum. Barang-barang yang disajikan untuk pajangan cukup mencerminkan kekayaan alam dan budaya Lampung. Dan yang saya suka adalah menampilkan kekayaan alam di Taman Nasional Bukit barisan Selatan..",4,Positif
 Museum Lampung ,hassan294229,Museum ini terletak di Bandar Lampung dan tidak jauh dari terminal bus Rajabasa. Untuk masuk tiketnya gratis dan di dalamnya kita dapat melihat artifI dan benda-benda budaya yang menceritakan sejarah Lampung.Yang menario adalah kuta juga dapat secara singkat belajar aksara Lampung,4,Positif
 Masjid Agung Al Furqon ,Hafiz F,Terlihat megah dari luar. Tapi sayang belum bisa mampir. Mungkin lain kali bisa kesini lagi bareng keluarga ,4,Positif
 Masjid Agung Al Furqon ,DhitaMoryta,"Masjid ini terletak di tengah pusat kota. Dan terdapat ballroom nya, suka di sewa untuk dijadikan tempat akad dan resepsi pernikahan",5,Netral
 Masjid Agung Al Furqon ,Ihwana A,"Mesjid kebanggaan ummat Islam di Lampung dengan fasilitas ruang pertemuan di lantai dasar, terletak di tengah-tengah kota Bandar Lampung ",5,Positif
 Masjid Agung Al Furqon ,Dodi J,"Saat memasuki kawasan masjid ini, saya mendapati areal parkir yang luas, dan menghadap ke jalan raya dengan pemandangan yang cukup menarik. Apalagi, masjid yang berseberangan dengan kantor Walikota ini semakin indah saat malam hari. selain itu, masjid ini punya karakter yang khas, yakni kubah masjid berbentuk limas, dan menara tinggi menjulang. ",3,Positif
 Masjid Agung Al Furqon ,rahmatakrima,"Masjid ini terletak di kota bandar lampung, ukurannya yang besar menjadikan masjid ini nyaman untuk dijadikan destinasi ibadah sholat, apalagi kita yang sedang dalam perjalanan ataupun yang kantornya dekat dengan masjid ini tentunya masjid ini jadi pilihan",4,Positif
 Pulau Condong ,Bromo2409,"Kalau ke Kota Bandar Lampung,rasanya belum lengkap jika belum berkunjung dan berwisata pantai di pulau condong,karena memang pantainya penuh keindahan dan panorama yg sangat exotic,walaupun pantai ini belum terkenal luas,tidak salah kami mempromosikan akan wisatawan lokal maupun manca negara pulau condong sebagai referensi baru ditahun baru 2014 ini.",4,Positif
 Pulau Condong ,Sutiono,"Lampung Selatan sebenarnya menyimpan banyak lokasi wisata, pulau yang indah dengan pasir putihnya, yang dapat dinikmati di Pulau Condong. Lokasinya hanya 15 km dari Bandar Lampung.",4,Positif
 Pantai Krui ,Kocepgacul,"Pemandangan alam sekitar dan pantainya sangat indah, air biru sejauh mata memandang. ombak di pantai ini cukup besar jadi harus berhati-hati kalau ingin berenang.",4,Positif
 Pantai Krui ,AnjungBangOking,"Merayakan Tahun Baru 2018 bersama PHRI Pesisir Barat di Lamban Yoso.Acara meriah menggabungkan nuansa Tradisional tari Lampung sampai disk jockey dari Rusia yang menghentak hingga petasan, terompet sampai pesta kembang api.",5,Netral
 Pantai Krui ,chesqis,"Krui memang salah satu wilayah di bagian Lampung yang cukup terpencil dan jauh dari pelabuhan Merak, sekitar 8 jam untuk sampai disana. Melewati hutan dan perkebunan yang rimbun. Sebenarnya ada banyak pantai di sepanjang pesisir krui, bukan hanya labuhan jukung, ada juga pantai walur dsb. Keadaanya masih asri dan sangat jarang pengunjung, hanya sesekali terlihat para warga sekitar yang sedang menikmati pantai",3,Positif
 Pantai Krui ,Nisazhaa,Ombak dilaut ini keren... Cocok untuk yang hobi surfing.. Tapi kadangan takut sama ombak yg gede gitu..,4,Positif
 Pantai Krui ,Gifari A,"6 jam perjalanan dari Kota Bandar Lampung tentunya anda ingin melihat pantai yang lebih, jika anda bukan penikmat surfing atau pemburu spot foto untuk sunset ini bukan tempat anda. Pantainya bersih tetapi sulit untuk berenang. Atmosfirnya bagus, masyarakat juga welcome.",3,Positif
 Puncak Mas ,ryan m,"Lokasi ini dibuka belum terlalu lama. Untuk mencapai puncak mas melewati jalan yang sedikit berliku dan menanjak namun bisa ditempuh dengan mobil sedan. Di lokasi tersedia restoran yang menyajikan makanan seperti nasi goreng, roti bakar dan lainnya. Tersedia beberapa spot yang terletak di atas pohon untuk melihat kota bandar lampung dari ketinggian. Sewaktu saya kesana lokasi ini masih dalam tahap renovasi tempat parkir dan penambahan bangunan restoran.",3,Netral
 Pulau Pahawang ,Qaqa O,"Datang dari Jakarta ke Pulau Pahawang, Lampung ini sangat menyenangkan, sailing trip bersama kawan-kawan, snorkeling, mengunjungi pulau-pulau kecil dan barbeqyu di Pinggir Pantai. ",3,Positif
 Pulau Pahawang ,Salsabila Putri P,"Bila ingin berkunjung ke Pahawang, ajaklah teman-teman atau keluarga anda dan pastikan cuaca sedang baik. Hambatan terbesar saat saya datang ke Pahawang tahun lalu adalah badai yang sedang menerpa Pulau Jawa dan Sumatera sehingga kami tidak bisa mengeksplorasi begitu banyak lokasi wisata air, bahkan nyaris tertahan di Lampung karena Pelabuhan Bakauheni saat itu ditutup akibat cuaca buruk. Namun secara umum, pengalaman di Pulau Pahawang sangat berkesan dan menyenangkan.",4,Positif
 Pulau Pahawang ,Arawindadit,Salah satu pantai yang lumayan bagus di Lampung. Harus coba divingnya karena pemandangan bawah lautnya yg juara.,4,Positif
 Pulau Pahawang ,Lily M,"Pantainy masih natural, bagus. Tapi kalau mau ke sini disarankan jgn pas liburan anak sekolah atau moment libur panjang karena harga perahu utk nyebrang ke pulau pahawang sangat mahal. Harga biasa 400 rb an bisa jd 1 jt rupiah bahkan lbh. Tapi pegawai kapal dan masyarakat disana ramah2 kepada wisatawanny.. ",4,Positif
 Pulau Pahawang ,Iwan G,Pulau yang patut dikunjungi.Paket snorkling dan keliling pulau pahawang dan lainnya sebanyak 3 pulau dapat dikunjungi dalam 1 hari penuh dan bermain di 3 pantai yang berbeda.Cukup melelahkan tapi memuaskan dan harga yang cukup terjangkau,4,Positif
 Laguna Dodo ,Fiqy,"Ini adalah satu spot favorit saya di Kiluan, untuk mencapai laguna ini perlu berjalan kaki selama kurang lebih 30 menit menaiki dan menuruni bukit juga berjalan di atas batu karang. Pengunjung dikenakan biaya guide sebesar Rp.50.000/grup dan uang masuk pengunjung sebesar Rp.5.000/orang. Saat weekend, tempat ini ramai sekali, sehingga untuk mendapatkan foto yang bagus agak sulit. Waktu paling ramai yaitu saat pagi hari dan sore hari. Pengunjung bisa melompat dari atas batu karang ke dalam laguna, cukup membutuhkan keberanian ekstra. Snorkeling juga bisa dilakukan di laguna ini, lebih baik membawa snorkel, ada ikan-ikan kecil di dasar laguna.Hindari menggunakan sendal jepit, karena akan menyulitkan saat jalan di karang.",5,Positif
 Laguna Dodo ,Indah A,"Untuk mencapai laguna ini anda harus membayar uang masuk sebesar Rp 5,000 / orang dan Rp 50,000 / rombongan untuk sewa guide (disini wajib membawa guide bagi yang pertama kali kesini).Lalu siapkan sandal yang paling nyaman seperti sandal gunung atau sepatu karena anda akan melewati yang mendaki menurun dan juga melewati batu-batuan yang terkadang licin dan tajam, sandal jepit sangat tidak disarankan. Fisik anda juga harus fit karena untuk mencapai laguna membutuhkan tenaga yang besar. Membawa anak-anak juga tidak disarankan karena akses untuk ke laguna masih alami dan berbahaya jika tidak berhati-hati. Serta jangan lupa membawa stok air minum yang cukup karena di laguna tidak ada yang menjual air minum.Jalur yang akan anda lalui adalah jalan setapak yang menanjak dan menurun dengan pepohonan di kanan dan kirinya. Hati-hati jangan sampai terpeleset karena terdapat perbedaan ketinggian di salah satu sisi jalan tersebut (seperti jurang). Setelah melewati itu anda akan menemukan pantai dengan deburan ombak yang menawan dan dengan view yang indah. Kemudian anda berjalan ke arah kanan untuk mendaki dan menuruni bebatuan yang licin dan tajam, disinilah anda harus extra hati-hati karena sedikit saja kesalahan maka fatal akibatnya. Jika anda memiliki sarung tangan pakailah untuk mengurangi resiko luka atau tangan memar akibat mendaki.Namun dibalik tantangan melewati laguna, semua akan terbayar dengan keindahan laguna. The hidden paradise !",4,Netral
 Laguna Dodo ,verojoo,"medan menuju laguna ini agak sulit, sebaiknya siapkan alas kaki yg kuat, sendal jepit agak tidak direkomendasikan. sesampainya di laguna bisa berenang2, jadi siap2 basah juga :D",4,Netral
 Laguna Dodo ,4dhi,"Pastikan Anda ke tempat ini jika mengunjungi Teluk Kiluan. Dibutuhkan waktu dan tenaga ekstra karena letaknya dibalik bukit dan di tepi pantai berbatu karang. Jalur treking yang berbukit dan berbatu karang, membutuhkan sepatu atau alas kaki khusus untuk sampai ke tempat ini. Di beberapa titik, jalur hanya bisa dilewati satu orang secara bergantian. Kadar garam di laguna ini lebih tinggi dibanding air laut sehingga Anda dapat mengapung dengan mudahnya.",4,Positif
 Laguna Dodo ,HumboldtSquid879,"Untuk mencapai tempat ini harus berjalan kaki sekitar 40 menit. Karena jalan licin dan tajam, sangat disarankan utk pake sepatu / sandal yg ga licin. Untuk yg ga hobi petualangan, mending ga usah ke sini, karena untuk mencapai laguna nya aja udah PR banget. Dimulai dengan jalan mendaki , trus menurun dan setelah sampai pantai, harus melewati batu batu licin dan tajam.Kami ke sini pas ombak lagi gede gedenya, dan emang tujuan kami ke sini utk berenang sambil ngerasain ombak. Tapi... bagi yg ga bisa berenang, harap pakai life vest ya, krn walau laguna nya ga terlalu dalam, tetap ada ombak dari laut.Overall, harus main ke sini kalau lagi di Kiluan, krn selain tempat nya bagus juga lumayan memacu adrenalin kamu.",4,Positif
 Pulau Pisang ,Rizki R,"Pesona pantai dan ombak yg luar biasa, sepanjang perjalanan dengan perahu/jukung disuguhkan pemandangan lumba lumba yang sedang berlompatan(jika anda beruntung). Keramahan penduduk nya menjadikan pulau pisang ini menjadi destinasi wisata yang luar biasa dan eksotis ",5,Positif
 Pulau Pisang ,Candice B,"Dikelilingi oleh air laut yang sangat jernih dan berwarna biru dan itu menakjubkan. Pantai dengan pasir putih dan pemandangan yang elok. Perjalanan dengan perahu juga sangat menyenangkan, kami sangat beruntung karena bisa melihat lumba-lumba",5,Positif
 Pulau Pisang ,_jamesbell611,"Tempat yang bagus untuk menyelam, memancing, dan berselancar ketika kondisi memang lagi pas . Lokasi yang sempurna dan tempat yang bagus untuk melihat pulau nelayan yang serba lambat. ",5,Positif
 Pulau Pisang ,mcwartono,"Selamat datang,backpacker, turis mancanegara, dan turis domestik , atau bahkan tamu yang terdampar di lokasi ini. Pulau Pisang terletak satu jam jarak tempuh dari Krui, pusat pemekaran Kabupaten Pesisir Barat, dapat ditempuh dengan motor atau mobil dan dilanjutkan tidak sampai 30 menit penyeberangan kapal milik penduduk lokal dengan kapasitas 4 orang penumpang tidak sampai 30 menit untuk mencapai pulau ini dari daratan. Mungkin kalaian akan bertemu dengan Christ , pemilik Villa Patria Assura, dia bukan penduduk lokal, melainkan seorang warga asing yang karena kecintaannya terhadap keindahan Pulau Pisang memutuskan untuk bertempat tinggal disana. Satu atau dua malam menikmati sebuah keterasingan di sebuah Pulau yang berada di Samudra Pasifik mampu membayangkan imajinasi kita tentang sebuah eksotisme perjalanan dan perenungan terhadap sebuah kesendirian. Lebih memahami makna kehidupan dan bersyukur atas hal hal yang telah dicapai. Semoga berminat berkunjung dan menyambut tantangan sebuah dunia baru !",5,Positif
 Pulau Pisang ,bigsammy2015,"Pengalaman kami menuju pulau pisang mengingatkan fakta bahwa anda sangat, sangat jauh bahkan dari tempat dimana anda memulai ... di sepanjang jalan, jika cuaca bersahabat, gunung-gunung sekitar memberi kesan bahwa anda sedang berada dalam sebuah cerita film.",5,Positif
 Pantai Mutun ,wim fadel a,"Pantai mutun tidak memiliki ombak yang besar, jadi aman untuk anak kecil mandi, dan airnya bersih, serta kita juga bisa menyewa perahu untuk menyebrang ke pulau yang dekat dengan pantai muntun.",3,Positif
 Pantai Mutun ,Daesy M,"Terletak di Desa Sukajaya Lempasing Kecamatan Padang Cermin, dapat ditempuh dengan perjalanan darat sekitar 20 menit dari pusat kota Telukbetung. Dan kita bisa nyebrang ke pulau Tangkil disana ada pondokan, penyewaan perahu, kano, banana boat dengan biaya yang terjangkau.",4,Positif
 Pantai Mutun ,,"Parkiran luas, pasir banyak karang dan agak kotor, tempat bilas luas dan besar namun airnya kecil, sewa saung mahal.",3,Negatif
 Pantai Mutun ,Arawindadit,Pantai ini dari dulu rame banget. Tapi sekarang sudah jelek. Airnya sudah kotor dan banyak buku babi,1,Negatif
 Pantai Mutun ,NovaNurAziyah,"Pantai mutun adalah salah satu pantai di tak jauh dari pusat kota bandar lampung. Tapi untuk sampai ke tempat ini dengan kendaraan umum sedikit sulit, lebih mudah dan bebas dengan transportasi sendiri. Karena masuk tempat wisata yang lumayan sedikit jauh dari jalan utama. Biaya masuk sebesar Rp 15.000/orang. Kalian bisa bermain ke pulau seberangnya atau menikmati wahana air seperti Banana Boats disini.",4,Netral
 Taman Nasional Way Kambas ,linda_nhd,ini merupakan satu-satunya sekolah gajah di Indonesia. sangat baik untuk konservasi gajah. baik untuk memberi pengetahuan pada anak-anak tentang satwa yang dilindungi,4,Positif
 Taman Nasional Way Kambas ,firstendil,"Ketika orang lain pergi ketempat berlibur tentu salah satu yang diperhatikan adalah kenyamanan dan keamanan. dan yang saya rasakan disana adalah kurang nyaman karena tidak di kelola dengan baik sebagai tempat wisata. Memang yang namaya di hutan tidak mungkin senyaman di perkampungan atau tempat wisata tepi pantai atau lainnya namun setidaknya perawatan tempat ibadah, toilet, kebersihan dan kerapihan tampak muka ketika kita masuk itu harus diperhatikan lebih. jadi tidak timbul kesan seadanya. karena saya yakin sekali taman nasional way kambas banyak sekali peminatnya terutama bagi yang baru mendengar nama tersebut dan ingin pergi kesana, terutama anak anak sekolah dan anak anak kecil, dan kegiatan-kegiatan yang dilakukan oleh pengelola untuk pengunjung pun agaknya tidak dilakukan dengan managemen yang baik pula, padahal peluangnya sangat besar sekali untuk menarik peminat wisata datang berkunjung dan melihat langsung atau berinteraksi dengan hewan mamalia terbesar tersebut.",3,Negatif
 Taman Nasional Way Kambas ,henny6357,"Perjalanan dari pahawang kami lanjutkan ke way kambas menempuh perjalanan darat sekitar 3 jam, kami datang di waktu yg tepat saat sore hari dimana gajah gajah sedang asyik bermain air, kesempatan ini tidak kami sia siakan untuk di abadikan.karena sudah menjelang malam kami di haruskan menginap di sekitar way kambas, untuk pemesanan penginapan disarankan jauh jauh hari karena minimnya tempat penginapan di sekitar taman nasional. Di pagi harinya setelah janjian sama pawangnya kami di ajak untuk bersafari dengan gajah. Di perjalanan menuju konservasi gajah kami dikejutkan oleh gajah liar yang bernama DUGUL saat itu jam menunjukkan pukul 5.30 jalanan gelap dan hanya diterangi oleh cahaya mobil. Gajah yg sangat besar yg pernah kami temui.setelah melewati gajah liar tersebut akhirnya kami sampai di konservasi gajah untuk memulai safari bersama para pawang , perjalanan yg seru belusukan ke rawa dengan menaiki gajah. Sensesasi yg sangat berbeda dengan perjalanan sebelumnya",5,Positif
 Taman Nasional Way Kambas ,Ari T,Kebun binatang khusus gajah yang terkenal di Indonesia. Tetapi sepi pengunjung. Bahkan orang Lampung pun jarang ke sini.,3,Negatif
 Taman Nasional Way Kambas ,fahmi a,"Taman Nasional yang cocok untuk dikunjungi oleh semua anggota keluarga. Kita dapat bertemu secara langsung dengan gajah-gajah yang dilindungi. Bisa naik gajah, dan terdapat tour keliling taman nasional waykambas dengan naik gajah.",5,Positif
 Taman Kupu-kupu Gita Persada ,DewiEnin,"Taman kupu Kupu letaknya dekat dengan lokasi wisata bumi Kedaton resort.. Semula tempat ini oleh ibu Herawati pemilik sejak thn 1997 dijadikan tempat pembiakan kupu kupu dengan luas 4,8 hektar ttp thn 2014 dibuka untuk umum.. Sumbangan masuk 1 orang rp 10 rb.. Ada museum kupu kupu dan tempat pembiakan kupu kupu .. Ada beberapa rumah pohon tempat main anak2 dan tempatnya sangat rindang cocok utk yg ingin menyepi dan mengetahui tentang kupu2.. Kami diberikan informasi lengkap mengenai taman kupu kupu dari mahasiswi biologi unlam yg sedang melakukan penelitian .. Kesan kami alangkah hebat ibu Herawati dan suami yg membuat taman kupu kupu Ini ",4,Positif
